Simulation no#,Line ,Load,Wind1,Wind2,Wind3,flag,Sequence
,,,,,,,
25819,Line 23 - 24,1,0.6,0,0.6,0,[]
,,,,,,,
25820,Line 22 - 23,1,0.6,0,0.6,0,[]
,,,,,,,
25821,Line 21 - 22,1,0.6,0,0.6,0,[]
,,,,,,,
25822,Line 03 - 18,1,0.6,0,0.6,0,[]
,,,,,,,
25823,Line 08 - 09,1,0.6,0,0.6,1,"[('NSG_1', 'OverVoltage', '2.75'), ('G 01', 'Under-Speed', '3.89')]"
,,,,,,,
25824,Line 07 - 08,1,0.6,0,0.6,0,[]
,,,,,,,
25825,Line 02 - 25,1,0.6,0,0.6,0,[]
,,,,,,,
25826,Line 01 - 02,1,0.6,0,0.6,1,"[('G 01', 'Under-Speed', '3.41'), ('NSG_3', 'UnderVoltage', '20.61')]"
,,,,,,,
25827,Line 25 - 26,1,0.6,0,0.6,0,[]
,,,,,,,
25828,Line 17 - 18,1,0.6,0,0.6,0,[]
,,,,,,,
25829,Line 26 - 27,1,0.6,0,0.6,0,[]
,,,,,,,
25830,Line 17 - 27,1,0.6,0,0.6,0,[]
,,,,,,,
25831,Line 16 - 17,1,0.6,0,0.6,0,[]
,,,,,,,
25832,Line 15 - 16,1,0.6,0,0.6,0,[]
,,,,,,,
25833,Line 14 - 15,1,0.6,0,0.6,0,[]
,,,,,,,
25834,Line 04 - 14,1,0.6,0,0.6,0,[]
,,,,,,,
25835,Line 03 - 04,1,0.6,0,0.6,0,[]
,,,,,,,
25836,Line 02 - 03,1,0.6,0,0.6,0,[]
,,,,,,,
25837,Line 01 - 39,1,0.6,0,0.6,1,"[('G 01', 'Under-Speed', '3.71'), ('NSG_3', 'UnderVoltage', '21.54')]"
,,,,,,,
25838,Line 09 - 39,1,0.6,0,0.6,1,"[('NSG_1', 'OverVoltage', '2.92'), ('G 01', 'Under-Speed', '4.17')]"
,,,,,,,
25839,Line 05 - 08,1,0.6,0,0.6,0,[]
,,,,,,,
25840,Line 05 - 06,1,0.6,0,0.6,0,[]
,,,,,,,
25841,Line 04 - 05,1,0.6,0,0.8,0,[]
,,,,,,,
25842,Line 06 - 07,1,0.6,0,0.8,0,[]
,,,,,,,
25843,Line 06 - 11,1,0.6,0,0.8,0,[]
,,,,,,,
25844,Line 10 - 11,1,0.6,0,0.8,0,[]
,,,,,,,
25845,Line 10 - 13,1,0.6,0,0.8,0,[]
,,,,,,,
25846,Line 13 - 14,1,0.6,0,0.8,0,[]
,,,,,,,
25847,Line 16 - 19,1,0.6,0,0.8,1,"[('G 04', 'Over-Speed', '1.84'), ('Load 20A_UF', '5.12'), ('Load 20B_UF', '5.29'), ('Load 07A_UF', '10.59'), ('Load 08A_UF', '10.59'), ('Load 12A_UF', '10.59'), ('Load 04A_UF', '10.60'), ('Load 15A_UF', '10.60'), ('Load 03A_UF', '10.60'), ('Load 18A_UF', '10.60'), ('Load 16A_UF', '10.60'), ('Load 24A_UF', '10.60'), ('Load 25A_UF', '10.60'), ('Load 21A_UF', '10.60'), ('Load 27A_UF', '10.60'), ('Load 26A_UF', '10.61'), ('Load 23A_UF', '10.61'), ('Load 28A_UF', '10.61'), ('Load 29A_UF', '10.61'), ('Load 20C_UF', '40.21')]"
,,,,,,,
25848,Line 16 - 21,1,0.6,0,0.8,0,[]
,,,,,,,
25849,Line 16 - 24,1,0.6,0,0.8,0,[]
,,,,,,,
25850,Line 26 - 28,1,0.6,0,0.8,0,[]
,,,,,,,
25851,Line 26 - 29,1,0.6,0,0.8,0,[]
,,,,,,,
25852,Line 28 - 29,1,0.6,0,0.8,1,"[('G 09', 'Over-Speed', '1.94'), ('Load 25A_UF', '7.31'), ('Load 29A_UF', '7.32'), ('Load 28A_UF', '7.32'), ('Load 26A_UF', '7.32'), ('Load 03A_UF', '7.32'), ('Load 27A_UF', '7.33'), ('Load 18A_UF', '7.33'), ('Load 20A_UF', '7.40'), ('Load 12A_UF', '7.40'), ('Load 08A_UF', '7.40'), ('Load 07A_UF', '7.40'), ('Load 23A_UF', '7.40'), ('Load 04A_UF', '7.41'), ('Load 21A_UF', '7.41'), ('Load 15A_UF', '7.41'), ('Load 24A_UF', '7.41'), ('Load 16A_UF', '7.41'), ('Load 25B_UF', '16.53'), ('Load 26B_UF', '16.54'), ('Load 28B_UF', '16.54'), ('Load 29B_UF', '16.54'), ('Load 03B_UF', '16.54'), ('Load 27B_UF', '16.54')]"
,,,,,,,
25853,Line 23 - 24,1,0.6,0,0.8,0,[]
,,,,,,,
25854,Line 22 - 23,1,0.6,0,0.8,0,[]
,,,,,,,
25855,Line 21 - 22,1,0.6,0,0.8,0,[]
,,,,,,,
25856,Line 03 - 18,1,0.6,0,0.8,0,[]
,,,,,,,
25857,Line 08 - 09,1,0.6,0,0.8,1,"[('NSG_1', 'OverVoltage', '2.88'), ('G 01', 'Under-Speed', '3.48')]"
,,,,,,,
25858,Line 07 - 08,1,0.6,0,0.8,0,[]
,,,,,,,
25859,Line 02 - 25,1,0.6,0,0.8,0,[]
,,,,,,,
25860,Line 01 - 02,1,0.6,0,0.8,1,"[('G 01', 'Under-Speed', '3.26'), ('NSG_3', 'UnderVoltage', '21.59')]"
,,,,,,,
25861,Line 25 - 26,1,0.6,0,0.8,0,[]
,,,,,,,
25862,Line 17 - 18,1,0.6,0,0.8,0,[]
,,,,,,,
25863,Line 26 - 27,1,0.6,0,0.8,0,[]
,,,,,,,
25864,Line 17 - 27,1,0.6,0,0.8,0,[]
,,,,,,,
25865,Line 16 - 17,1,0.6,0,0.8,0,[]
,,,,,,,
25866,Line 15 - 16,1,0.6,0,0.8,0,[]
,,,,,,,
25867,Line 14 - 15,1,0.6,0,0.8,0,[]
,,,,,,,
25868,Line 04 - 14,1,0.6,0,0.8,0,[]
,,,,,,,
25869,Line 03 - 04,1,0.6,0,0.8,0,[]
,,,,,,,
25870,Line 02 - 03,1,0.6,0,0.8,0,[]
,,,,,,,
25871,Line 01 - 39,1,0.6,0,0.8,1,"[('G 01', 'Under-Speed', '3.42'), ('NSG_3', 'UnderVoltage', '22.68')]"
,,,,,,,
25872,Line 09 - 39,1,0.6,0,0.8,1,"[('NSG_1', 'OverVoltage', '2.72'), ('G 01', 'Under-Speed', '3.68')]"
,,,,,,,
25873,Line 05 - 08,1,0.6,0,0.8,0,[]
,,,,,,,
25874,Line 05 - 06,1,0.6,0,0.8,0,[]
,,,,,,,
25875,Line 04 - 05,1,0.6,0,1,0,[]
,,,,,,,
25876,Line 06 - 07,1,0.6,0,1,0,[]
,,,,,,,
25877,Line 06 - 11,1,0.6,0,1,0,[]
,,,,,,,
25878,Line 10 - 11,1,0.6,0,1,0,[]
,,,,,,,
25879,Line 10 - 13,1,0.6,0,1,0,[]
,,,,,,,
25880,Line 13 - 14,1,0.6,0,1,0,[]
,,,,,,,
25881,Line 16 - 19,1,0.6,0,1,1,"[('G 04', 'Over-Speed', '1.84'), ('Load 20A_UF', '5.12'), ('Load 20B_UF', '5.29'), ('Load 12A_UF', '10.75'), ('Load 07A_UF', '10.75'), ('Load 08A_UF', '10.75'), ('Load 04A_UF', '10.75'), ('Load 03A_UF', '10.75'), ('Load 15A_UF', '10.75'), ('Load 18A_UF', '10.75'), ('Load 25A_UF', '10.76'), ('Load 16A_UF', '10.76'), ('Load 24A_UF', '10.76'), ('Load 27A_UF', '10.76'), ('Load 26A_UF', '10.76'), ('Load 21A_UF', '10.76'), ('Load 23A_UF', '10.76'), ('Load 28A_UF', '10.76'), ('Load 29A_UF', '10.76'), ('Load 20C_UF', '40.27')]"
,,,,,,,
25882,Line 16 - 21,1,0.6,0,1,0,[]
,,,,,,,
25883,Line 16 - 24,1,0.6,0,1,0,[]
,,,,,,,
25884,Line 26 - 28,1,0.6,0,1,0,[]
,,,,,,,
25885,Line 26 - 29,1,0.6,0,1,0,[]
,,,,,,,
25886,Line 28 - 29,1,0.6,0,1,1,"[('G 09', 'Over-Speed', '1.94'), ('Load 08A_UF', '7.44'), ('Load 07A_UF', '7.44'), ('Load 12A_UF', '7.45'), ('Load 04A_UF', '7.45'), ('Load 03A_UF', '7.46'), ('Load 29A_UF', '7.46'), ('Load 15A_UF', '7.46'), ('Load 18A_UF', '7.46'), ('Load 28A_UF', '7.46'), ('Load 27A_UF', '7.46'), ('Load 26A_UF', '7.46'), ('Load 16A_UF', '7.46'), ('Load 24A_UF', '7.46'), ('Load 23A_UF', '7.59'), ('Load 20A_UF', '7.60'), ('Load 21A_UF', '7.60'), ('Load 25A_UF', '7.73'), ('Load 25B_UF', '12.74'), ('Load 29B_UF', '12.75'), ('Load 28B_UF', '12.75'), ('Load 26B_UF', '12.75'), ('Load 23B_UF', '12.75'), ('Load 03B_UF', '12.75'), ('Load 27B_UF', '12.75'), ('Load 18B_UF', '12.76'), ('Load 07B_UF', '12.76'), ('Load 04B_UF', '12.76'), ('Load 21B_UF', '12.76'), ('Load 08B_UF', '12.76')]"
,,,,,,,
25887,Line 23 - 24,1,0.6,0,1,0,[]
,,,,,,,
25888,Line 22 - 23,1,0.6,0,1,0,[]
,,,,,,,
25889,Line 21 - 22,1,0.6,0,1,0,[]
,,,,,,,
25890,Line 03 - 18,1,0.6,0,1,0,[]
,,,,,,,
25891,Line 08 - 09,1,0.6,0,1,1,"[('G 01', 'Under-Speed', '3.41')]"
,,,,,,,
25892,Line 07 - 08,1,0.6,0,1,0,[]
,,,,,,,
25893,Line 02 - 25,1,0.6,0,1,0,[]
,,,,,,,
25894,Line 01 - 02,1,0.6,0,1,1,"[('G 01', 'Under-Speed', '3.28'), ('NSG_3', 'UnderVoltage', '23.69')]"
,,,,,,,
25895,Line 25 - 26,1,0.6,0,1,0,[]
,,,,,,,
25896,Line 17 - 18,1,0.6,0,1,0,[]
,,,,,,,
25897,Line 26 - 27,1,0.6,0,1,0,[]
,,,,,,,
25898,Line 17 - 27,1,0.6,0,1,0,[]
,,,,,,,
25899,Line 16 - 17,1,0.6,0,1,0,[]
,,,,,,,
25900,Line 15 - 16,1,0.6,0,1,0,[]
,,,,,,,
25901,Line 14 - 15,1,0.6,0,1,0,[]
,,,,,,,
25902,Line 04 - 14,1,0.6,0,1,0,[]
,,,,,,,
25903,Line 03 - 04,1,0.6,0,1,0,[]
,,,,,,,
25904,Line 02 - 03,1,0.6,0,1,0,[]
,,,,,,,
25905,Line 01 - 39,1,0.6,0,1,1,"[('G 01', 'Under-Speed', '3.45'), ('NSG_3', 'UnderVoltage', '31.59')]"
,,,,,,,
25906,Line 09 - 39,1,0.6,0,1,1,"[('NSG_1', 'OverVoltage', '2.95'), ('G 01', 'Under-Speed', '3.59')]"
,,,,,,,
25907,Line 05 - 08,1,0.6,0,1,0,[]
,,,,,,,
25908,Line 05 - 06,1,0.6,0,1,0,[]
,,,,,,,
25909,Line 04 - 05,1,0.6,0.2,0,0,[]
,,,,,,,
25910,Line 06 - 07,1,0.6,0.2,0,0,[]
,,,,,,,
25911,Line 06 - 11,1,0.6,0.2,0,0,[]
,,,,,,,
25912,Line 10 - 11,1,0.6,0.2,0,0,[]
,,,,,,,
25913,Line 10 - 13,1,0.6,0.2,0,0,[]
,,,,,,,
25914,Line 13 - 14,1,0.6,0.2,0,0,[]
,,,,,,,
25915,Line 16 - 19,1,0.6,0.2,0,1,"[('G 04', 'Over-Speed', '1.84'), ('Load 20A_UF', '5.13'), ('Load 20B_UF', '5.30'), ('Load 25A_UF', '10.44'), ('Load 03A_UF', '10.45'), ('Load 26A_UF', '10.45'), ('Load 18A_UF', '10.45'), ('Load 27A_UF', '10.45'), ('Load 04A_UF', '10.45'), ('Load 08A_UF', '10.45'), ('Load 07A_UF', '10.45'), ('Load 15A_UF', '10.45'), ('Load 16A_UF', '10.45'), ('Load 28A_UF', '10.45'), ('Load 24A_UF', '10.45'), ('Load 12A_UF', '10.45'), ('Load 29A_UF', '10.45'), ('Load 21A_UF', '10.46'), ('Load 23A_UF', '10.46'), ('Load 20C_UF', '40.76')]"
,,,,,,,
25916,Line 16 - 21,1,0.6,0.2,0,0,[]
,,,,,,,
25917,Line 16 - 24,1,0.6,0.2,0,0,[]
,,,,,,,
25918,Line 26 - 28,1,0.6,0.2,0,0,[]
,,,,,,,
25919,Line 26 - 29,1,0.6,0.2,0,0,[]
,,,,,,,
25920,Line 28 - 29,1,0.6,0.2,0,1,"[('G 09', 'Over-Speed', '1.94'), ('Load 25A_UF', '7.25'), ('Load 29A_UF', '7.25'), ('Load 28A_UF', '7.25'), ('Load 26A_UF', '7.25'), ('Load 03A_UF', '7.26'), ('Load 27A_UF', '7.26'), ('Load 18A_UF', '7.26'), ('Load 04A_UF', '7.26'), ('Load 08A_UF', '7.27'), ('Load 07A_UF', '7.27'), ('Load 23A_UF', '7.36'), ('Load 20A_UF', '7.36'), ('Load 21A_UF', '7.36'), ('Load 24A_UF', '7.37'), ('Load 16A_UF', '7.37'), ('Load 15A_UF', '7.37'), ('Load 12A_UF', '7.37'), ('Load 25B_UF', '15.61'), ('Load 26B_UF', '15.63'), ('Load 28B_UF', '15.63'), ('Load 29B_UF', '15.63'), ('Load 23B_UF', '42.67'), ('Load 21B_UF', '42.67'), ('Load 20B_UF', '42.67'), ('Load 12B_UF', '42.67'), ('Load 24B_UF', '42.67'), ('Load 16B_UF', '42.67'), ('Load 15B_UF', '42.67'), ('Load 07B_UF', '42.67'), ('Load 04B_UF', '42.67'), ('Load 18B_UF', '42.67'), ('Load 27B_UF', '42.67'), ('Load 03B_UF', '42.67'), ('Load 08B_UF', '42.67')]"
,,,,,,,
25921,Line 23 - 24,1,0.6,0.2,0,0,[]
,,,,,,,
25922,Line 22 - 23,1,0.6,0.2,0,0,[]
,,,,,,,
25923,Line 21 - 22,1,0.6,0.2,0,1,"[('NSG_2', 'OverVoltage', '2.40'), ('NSG_1', 'OverVoltage(1)', '2.49'), ('Load 20A_UF', '49.81'), ('Load 23A_UF', '49.81'), ('Load 24A_UF', '49.82'), ('Load 16A_UF', '49.82'), ('Load 21A_UF', '49.82'), ('Load 15A_UF', '49.82'), ('Load 29A_UF', '49.82'), ('Load 28A_UF', '49.82'), ('Load 27A_UF', '49.82'), ('Load 18A_UF', '49.82'), ('Load 26A_UF', '49.82'), ('Load 25A_UF', '49.82'), ('Load 03A_UF', '49.82'), ('Load 04A_UF', '49.82'), ('Load 12A_UF', '49.82'), ('Load 07A_UF', '49.82'), ('Load 08A_UF', '49.82')]"
,,,,,,,
25924,Line 03 - 18,1,0.6,0.2,0,0,[]
,,,,,,,
25925,Line 08 - 09,1,0.6,0.2,0,0,[]
,,,,,,,
25926,Line 07 - 08,1,0.6,0.2,0,0,[]
,,,,,,,
25927,Line 02 - 25,1,0.6,0.2,0,1,"[('NSG_2', 'OverVoltage', '2.22')]"
,,,,,,,
25928,Line 01 - 02,1,0.6,0.2,0,1,"[('NSG_2', 'OverVoltage', '2.28'), ('NSG_1', 'OverVoltage(1)', '2.76'), ('G 01', 'Under-Speed', '4.54')]"
,,,,,,,
25929,Line 25 - 26,1,0.6,0.2,0,0,[]
,,,,,,,
25930,Line 17 - 18,1,0.6,0.2,0,0,[]
,,,,,,,
25931,Line 26 - 27,1,0.6,0.2,0,0,[]
,,,,,,,
25932,Line 17 - 27,1,0.6,0.2,0,0,[]
,,,,,,,
25933,Line 16 - 17,1,0.6,0.2,0,0,[]
,,,,,,,
25934,Line 15 - 16,1,0.6,0.2,0,1,"[('NSG_2', 'OverVoltage', '2.08')]"
,,,,,,,
25935,Line 14 - 15,1,0.6,0.2,0,0,[]
,,,,,,,
25936,Line 04 - 14,1,0.6,0.2,0,0,[]
,,,,,,,
25937,Line 03 - 04,1,0.6,0.2,0,0,[]
,,,,,,,
25938,Line 02 - 03,1,0.6,0.2,0,0,[]
,,,,,,,
25939,Line 01 - 39,1,0.6,0.2,0,1,"[('NSG_2', 'OverVoltage', '2.52'), ('NSG_1', 'OverVoltage(1)', '2.58'), ('G 01', 'Under-Speed', '5.13')]"
,,,,,,,
25940,Line 09 - 39,1,0.6,0.2,0,0,[]
,,,,,,,
25941,Line 05 - 08,1,0.6,0.2,0,0,[]
,,,,,,,
25942,Line 05 - 06,1,0.6,0.2,0,0,[]
,,,,,,,
25943,Line 04 - 05,1,0.6,0.2,0.2,3,Error
,,,,,,,
25944,Line 06 - 07,1,0.6,0.2,0.2,0,[]
,,,,,,,
25945,Line 06 - 11,1,0.6,0.2,0.2,0,[]
,,,,,,,
25946,Line 10 - 11,1,0.6,0.2,0.2,0,[]
,,,,,,,
25947,Line 10 - 13,1,0.6,0.2,0.2,0,[]
,,,,,,,
25948,Line 13 - 14,1,0.6,0.2,0.2,0,[]
,,,,,,,
25949,Line 16 - 19,1,0.6,0.2,0.2,1,"[('G 04', 'Over-Speed', '1.84'), ('Load 20A_UF', '5.13'), ('Load 20B_UF', '5.30'), ('Load 25A_UF', '10.29'), ('Load 29A_UF', '10.29'), ('Load 28A_UF', '10.29'), ('Load 26A_UF', '10.29'), ('Load 27A_UF', '10.29'), ('Load 03A_UF', '10.29'), ('Load 18A_UF', '10.29'), ('Load 23A_UF', '10.29'), ('Load 21A_UF', '10.29'), ('Load 24A_UF', '10.29'), ('Load 16A_UF', '10.29'), ('Load 15A_UF', '10.29'), ('Load 04A_UF', '10.30'), ('Load 08A_UF', '10.30'), ('Load 07A_UF', '10.30'), ('Load 12A_UF', '10.30'), ('Load 20C_UF', '40.59')]"
,,,,,,,
25950,Line 16 - 21,1,0.6,0.2,0.2,0,[]
,,,,,,,
25951,Line 16 - 24,1,0.6,0.2,0.2,0,[]
,,,,,,,
25952,Line 26 - 28,1,0.6,0.2,0.2,0,[]
,,,,,,,
25953,Line 26 - 29,1,0.6,0.2,0.2,0,[]
,,,,,,,
25954,Line 28 - 29,1,0.6,0.2,0.2,1,"[('G 09', 'Over-Speed', '1.93'), ('Load 25A_UF', '7.23'), ('Load 29A_UF', '7.23'), ('Load 28A_UF', '7.23'), ('Load 26A_UF', '7.23'), ('Load 27A_UF', '7.24'), ('Load 03A_UF', '7.24'), ('Load 18A_UF', '7.24'), ('Load 04A_UF', '7.24'), ('Load 15A_UF', '7.24'), ('Load 16A_UF', '7.24'), ('Load 24A_UF', '7.24'), ('Load 08A_UF', '7.24'), ('Load 07A_UF', '7.24'), ('Load 21A_UF', '7.24'), ('Load 12A_UF', '7.25'), ('Load 23A_UF', '7.37'), ('Load 20A_UF', '7.37'), ('Load 25B_UF', '14.93'), ('Load 20B_UF', '14.94'), ('Load 26B_UF', '14.94'), ('Load 28B_UF', '14.94'), ('Load 27B_UF', '14.94'), ('Load 29B_UF', '14.94'), ('Load 18B_UF', '14.94'), ('Load 16B_UF', '14.94'), ('Load 03B_UF', '14.94'), ('Load 24B_UF', '14.94'), ('Load 21B_UF', '14.94'), ('Load 23B_UF', '14.94'), ('Load 15B_UF', '14.94'), ('Load 04B_UF', '14.94'), ('Load 12B_UF', '14.95'), ('Load 08B_UF', '14.95'), ('Load 07B_UF', '14.95')]"
,,,,,,,
25955,Line 23 - 24,1,0.6,0.2,0.2,0,[]
,,,,,,,
25956,Line 22 - 23,1,0.6,0.2,0.2,0,[]
,,,,,,,
25957,Line 21 - 22,1,0.6,0.2,0.2,1,"[('NSG_2', 'OverVoltage', '2.42'), ('NSG_1', 'OverVoltage(1)', '2.58'), ('Load 23A_UF', '48.12'), ('Load 20A_UF', '48.12'), ('Load 24A_UF', '48.12'), ('Load 08A_UF', '48.13'), ('Load 07A_UF', '48.13'), ('Load 16A_UF', '48.13'), ('Load 21A_UF', '48.13'), ('Load 15A_UF', '48.13'), ('Load 12A_UF', '48.13'), ('Load 04A_UF', '48.13'), ('Load 18A_UF', '48.13'), ('Load 03A_UF', '48.13'), ('Load 25A_UF', '48.13'), ('Load 27A_UF', '48.13'), ('Load 26A_UF', '48.13'), ('Load 28A_UF', '48.13'), ('Load 29A_UF', '48.13')]"
,,,,,,,
25958,Line 03 - 18,1,0.6,0.2,0.2,0,[]
,,,,,,,
25959,Line 08 - 09,1,0.6,0.2,0.2,1,"[('NSG_2', 'OverVoltage', '3.13'), ('NSG_1', 'OverVoltage(1)', '3.35'), ('G 01', 'Under-Speed', '7.48')]"
,,,,,,,
25960,Line 07 - 08,1,0.6,0.2,0.2,0,[]
,,,,,,,
25961,Line 02 - 25,1,0.6,0.2,0.2,1,"[('NSG_2', 'OverVoltage', '2.25')]"
,,,,,,,
25962,Line 01 - 02,1,0.6,0.2,0.2,1,"[('NSG_2', 'OverVoltage', '2.19'), ('NSG_1', 'OverVoltage(1)', '2.62'), ('G 01', 'Under-Speed', '3.87'), ('NSG_3', 'UnderVoltage', '15.24')]"
,,,,,,,
25963,Line 25 - 26,1,0.6,0.2,0.2,0,[]
,,,,,,,
25964,Line 17 - 18,1,0.6,0.2,0.2,0,[]
,,,,,,,
25965,Line 26 - 27,1,0.6,0.2,0.2,0,[]
,,,,,,,
25966,Line 17 - 27,1,0.6,0.2,0.2,0,[]
,,,,,,,
25967,Line 16 - 17,1,0.6,0.2,0.2,0,[]
,,,,,,,
25968,Line 15 - 16,1,0.6,0.2,0.2,1,"[('NSG_2', 'OverVoltage', '2.10')]"
,,,,,,,
25969,Line 14 - 15,1,0.6,0.2,0.2,0,[]
,,,,,,,
25970,Line 04 - 14,1,0.6,0.2,0.2,0,[]
,,,,,,,
25971,Line 03 - 04,1,0.6,0.2,0.2,0,[]
,,,,,,,
25972,Line 02 - 03,1,0.6,0.2,0.2,0,[]
,,,,,,,
25973,Line 01 - 39,1,0.6,0.2,0.2,1,"[('NSG_2', 'OverVoltage', '2.36'), ('NSG_1', 'OverVoltage(1)', '2.81'), ('G 01', 'Under-Speed', '4.27'), ('NSG_3', 'UnderVoltage', '15.65')]"
,,,,,,,
25974,Line 09 - 39,1,0.6,0.2,0.2,1,"[('NSG_2', 'OverVoltage', '3.09'), ('NSG_1', 'OverVoltage(1)', '10.55'), ('NSG_3', 'OverVoltage(2)', '11.07'), ('G 01', 'Under-Speed', '13.40')]"
,,,,,,,
25975,Line 05 - 08,1,0.6,0.2,0.2,0,[]
,,,,,,,
25976,Line 05 - 06,1,0.6,0.2,0.2,0,[]
,,,,,,,
25977,Line 04 - 05,1,0.6,0.2,0.4,0,[]
,,,,,,,
25978,Line 06 - 07,1,0.6,0.2,0.4,0,[]
,,,,,,,
25979,Line 06 - 11,1,0.6,0.2,0.4,0,[]
,,,,,,,
25980,Line 10 - 11,1,0.6,0.2,0.4,0,[]
,,,,,,,
25981,Line 10 - 13,1,0.6,0.2,0.4,0,[]
,,,,,,,
25982,Line 13 - 14,1,0.6,0.2,0.4,0,[]
,,,,,,,
25983,Line 16 - 19,1,0.6,0.2,0.4,1,"[('G 04', 'Over-Speed', '1.84'), ('Load 20A_UF', '5.12'), ('Load 20B_UF', '5.29'), ('Load 29A_UF', '9.98'), ('Load 23A_UF', '9.98'), ('Load 28A_UF', '9.98'), ('Load 21A_UF', '9.99'), ('Load 24A_UF', '9.99'), ('Load 12A_UF', '9.99'), ('Load 16A_UF', '9.99'), ('Load 15A_UF', '9.99'), ('Load 07A_UF', '9.99'), ('Load 08A_UF', '9.99'), ('Load 04A_UF', '9.99'), ('Load 26A_UF', '9.99'), ('Load 27A_UF', '9.99'), ('Load 18A_UF', '10.00'), ('Load 03A_UF', '10.00'), ('Load 20C_UF', '40.33')]"
,,,,,,,
25984,Line 16 - 21,1,0.6,0.2,0.4,0,[]
,,,,,,,
25985,Line 16 - 24,1,0.6,0.2,0.4,0,[]
,,,,,,,
25986,Line 26 - 28,1,0.6,0.2,0.4,0,[]
,,,,,,,
25987,Line 26 - 29,1,0.6,0.2,0.4,0,[]
,,,,,,,
25988,Line 28 - 29,1,0.6,0.2,0.4,1,"[('G 09', 'Over-Speed', '1.93'), ('Load 25A_UF', '7.18'), ('Load 29A_UF', '7.18'), ('Load 28A_UF', '7.18'), ('Load 26A_UF', '7.18'), ('Load 27A_UF', '7.18'), ('Load 03A_UF', '7.19'), ('Load 18A_UF', '7.19'), ('Load 23A_UF', '7.19'), ('Load 21A_UF', '7.19'), ('Load 24A_UF', '7.19'), ('Load 16A_UF', '7.19'), ('Load 15A_UF', '7.19'), ('Load 04A_UF', '7.19'), ('Load 20A_UF', '7.20'), ('Load 12A_UF', '7.20'), ('Load 08A_UF', '7.33'), ('Load 07A_UF', '7.33'), ('Load 25B_UF', '8.87'), ('Load 29B_UF', '8.88'), ('Load 23B_UF', '21.72'), ('Load 20B_UF', '21.72'), ('Load 07B_UF', '21.73'), ('Load 21B_UF', '21.73'), ('Load 08B_UF', '21.73'), ('Load 12B_UF', '21.73'), ('Load 24B_UF', '21.73'), ('Load 16B_UF', '21.73'), ('Load 15B_UF', '21.73'), ('Load 04B_UF', '21.73'), ('Load 18B_UF', '21.73'), ('Load 27B_UF', '21.74'), ('Load 03B_UF', '21.74')]"
,,,,,,,
25989,Line 23 - 24,1,0.6,0.2,0.4,0,[]
,,,,,,,
25990,Line 22 - 23,1,0.6,0.2,0.4,0,[]
,,,,,,,
25991,Line 21 - 22,1,0.6,0.2,0.4,1,"[('NSG_2', 'OverVoltage', '2.44'), ('NSG_1', 'OverVoltage(1)', '2.63'), ('Load 23A_UF', '45.27'), ('Load 20A_UF', '45.36'), ('Load 29A_UF', '45.37'), ('Load 28A_UF', '45.37')]"
,,,,,,,
25992,Line 03 - 18,1,0.6,0.2,0.4,0,[]
,,,,,,,
25993,Line 08 - 09,1,0.6,0.2,0.4,1,"[('NSG_2', 'OverVoltage', '2.37'), ('NSG_1', 'OverVoltage(1)', '2.79'), ('G 01', 'Under-Speed', '3.97')]"
,,,,,,,
25994,Line 07 - 08,1,0.6,0.2,0.4,0,[]
,,,,,,,
25995,Line 02 - 25,1,0.6,0.2,0.4,1,"[('NSG_2', 'OverVoltage', '2.28')]"
,,,,,,,
25996,Line 01 - 02,1,0.6,0.2,0.4,3,Error
,,,,,,,
25997,Line 25 - 26,1,0.6,0.2,0.4,0,[]
,,,,,,,
25998,Line 17 - 18,1,0.6,0.2,0.4,0,[]
,,,,,,,
25999,Line 26 - 27,1,0.6,0.2,0.4,0,[]
,,,,,,,
26000,Line 17 - 27,1,0.6,0.2,0.4,0,[]
,,,,,,,
26001,Line 16 - 17,1,0.6,0.2,0.4,0,[]
,,,,,,,
26002,Line 15 - 16,1,0.6,0.2,0.4,1,"[('NSG_2', 'OverVoltage', '2.11')]"
,,,,,,,
26003,Line 14 - 15,1,0.6,0.2,0.4,0,[]
,,,,,,,
26004,Line 04 - 14,1,0.6,0.2,0.4,0,[]
,,,,,,,
26005,Line 03 - 04,1,0.6,0.2,0.4,0,[]
,,,,,,,
26006,Line 02 - 03,1,0.6,0.2,0.4,0,[]
,,,,,,,
26007,Line 01 - 39,1,0.6,0.2,0.4,1,"[('NSG_2', 'OverVoltage', '2.21'), ('G 01', 'Under-Speed', '3.69'), ('NSG_3', 'UnderVoltage', '20.51')]"
,,,,,,,
26008,Line 09 - 39,1,0.6,0.2,0.4,1,"[('NSG_2', 'OverVoltage', '2.55'), ('NSG_1', 'OverVoltage(1)', '2.59'), ('G 01', 'Under-Speed', '4.30')]"
,,,,,,,
26009,Line 05 - 08,1,0.6,0.2,0.4,0,[]
,,,,,,,
26010,Line 05 - 06,1,0.6,0.2,0.4,3,Error
,,,,,,,
26011,Line 04 - 05,1,0.6,0.2,0.6,0,[]
,,,,,,,
26012,Line 06 - 07,1,0.6,0.2,0.6,3,Error
,,,,,,,
26013,Line 06 - 11,1,0.6,0.2,0.6,0,[]
,,,,,,,
26014,Line 10 - 11,1,0.6,0.2,0.6,0,[]
,,,,,,,
26015,Line 10 - 13,1,0.6,0.2,0.6,0,[]
,,,,,,,
26016,Line 13 - 14,1,0.6,0.2,0.6,0,[]
,,,,,,,
